source_lang,source_word,target_lang,target_word
French,poison,Gor,kèng#
French,poison,Gulay,kèng
French,poison,Laka,té
French,poison,Mbay,wong
French,poison,Mango,kings
French,poison,Nar,kègè
French,poison,Ngambay,màst
French,poison,Sar,kông
French,poisson,Bebote,känj
French,poisson,Bediondo,känjx
French,poisson,Daba,kan)j
French,poisson,Gor,kanjz
French,poisson,Gulay,känj+:KbN-kanje
French,poisson,Kaba,känj+:Kul=hanje
French,poisson,Laka,känji
French,poisson,Mbay,känjz
French,poisson,Mango,känj+
French,poisson,Nar,kan)jt
French,poisson,Ngambay,kan)ji
French,poisson,Sar,kaän)j+
French,poisson : capitaine,Bebote,gàm-sa
French,poisson : capitaine,Bediondo,kèsèngà
French,poisson : capitaine,Kaba_Na,mono-känje
French,poisson : capitaine,Kaba,£-gämäsaä
French,poisson : capitaine,Laka,kèm-déy
French,poisson : capitaine,Mbay,kèsèng
French,poisson : capitaine,Mango,kèm-ndéy
French,poisson : capitaine,Nar,kèsèng
French,poisson : capitaine,Ngambay,kèm-nd5y
French,poisson : capitaine,Sar,kèsèng
French,poisson : capitaine,Ngam,-kèsèng
French,poisson :esp. de,Laka,yüwà
French,poisson :esp. de,Mango,wi yà
French,poisson :esp. de,Daba,tib : KoN=t£6i
French,poisson :esp. de,Mbay,tiw
French,poisson :esp. de,Mango,siw
French,poisson :esp. de,Mbay,wüd£
French,poisson :esp. de,Mango,wüdx
French,poisson :esp. de,Bediondo,dS Î
French,poisson :esp. de,Gulay,ds Î
French,poisson :esp. de,Mbay,doi
French,poisson :esp. de,Mango,d8 Î
French,poisson :esp. de,Ngambay,ds Î
French,poitrine,Bebote,gû
French,poitrine,Bediondo,gü : Do=bà
French,poitrine,Gor,qüû
French,poitrine,Gulay,ngà-ndéb#
French,poitrine,Kaba,nè-gû
French,poitrine,Laka,"ké6,no-Kk6"
French,poitrine,Mbay,güu
French,poitrine,Mango,no-gûy
French,poitrine,Nar,ngànj+
French,poitrine,Ngambay,"sènè-kàr,"
French,poitrine,Sar,ngànjà
French,pomme cannelle,Bediondo,bdb£r5-m£ndz
French,pomme cannelle,Gulay,mbdr
French,pomme cannelle,Kaba,mbèr
French,pomme cannelle,Laka,mbàrà
French,pomme cannelle,Mbay,mbr
French,pomme cannelle,Mango,mbà
French,pomme cannelle,Nar,mbôr
French,pomme cannelle,Ngambay,mbôr
French,pomme cannelle,Sar,mbèr
French,pomme cannelle,Ngam,mbèr
French,| pomme d'Adam,Bebote,p6-m£ndr
French,| pomme d'Adam,Bediondo,£-gùÎ
French,| pomme d'Adam,Daba,j5r-k$b
French,| pomme d'Adam,Gor,jàm-méndém
French,| pomme d'Adam,Gulay,pèr-k$bé
French,| pomme d'Adam,Kaba_Na,gÔle
French,| pomme d'Adam,Laka,kônjôr
French,| pomme d'Adam,Mbay,jdr-k$$
French,| pomme d'Adam,Mango,tSbz-minds
French,| pomme d'Adam,Nar,g0
French,| pomme d'Adam,Ngambay,ngàdingé
French,| pomme d'Adam,Sar,go-mindi
French,pont,Bebote,ndé
French,pont,Bediondo,bäbirà
French,pont,Kaba,ndé
French,pont,Laka,ndà : Mh=ndéa
French,pont,Mango,bàbèrà
French,pont,Ngambay,déi
French,pont,Sar,ndéà
French,porc-épic,Bebote,1ys
French,porc-épic,Bediondo,+ys
French,porc-épic,Daba,1y9
French,porc-épic,Gor,1ys
French,porc-épic,Gulay,wuüys
French,porc-épic,Kaba,ya
French,porc-épic,Laka,1 ya : Mh=yzwa
French,porc-épic,Mango,1ys
French,porc-épic,Nar,mbinj#
French,porc-épic,Ngambay,1ya
French,porc-épic,Sar,mbinjà
French,porte,Bebote,tà-kéy
French,porte,Daba,tà-küû;
French,porte,Gor,tà-k$éy
French,porte,Gulay,tà-kéy
French,porte,Kaba,tà-kéy:Kul=tà-bitf
French,porte,Laka,tà-déw
French,porte,Mbay,tà-déb#
French,porte,Mango,"tà-kéy, tà-débx"
French,porte,Nar,tè-kûjr
French,porte,Ngambay,tà-kéy
French,porte,Sar,tà-küûjz
French,porte,Ngam,-tà-kûj#
French,porter,Bebote,Ôtx#
French,porter,Bediondo,Ôt#
French,porter,Daba,ito
French,porter,Gor,dtr
French,porter,Gulay,"dto, dy"
French,porter,Kaba_Na,it0
French,porter,Kaba,Ôto
French,porter,Laka,ddo
French,porter,Mbay,to
French,porter,Mango,0ts
French,porter,Nar,dto
French,porter,Ngambay,dd0
French,porter,Sar,"dto,9y"
French,porter,Ngam,)j-
French,porter (des habit),Bediondo,95
French,porter (des habit),Gulay,95
French,porter (des habit),Kaba,35
French,porter (des habit),Laka,3
French,porter (des habit),Mbay,d0
French,porter [habits],Bebote,È1è
French,porter [habits],Daba,ùlà
French,porter [habits],Gor,ùlè
French,porter [habits],Gulay,ùlè
French,porter [habits],Kaba,"Kkd5,"
French,porter [habits],Mbay,1à
French,porter [habits],Mango,ùlè
French,porter [habits],Nar,05
French,porter [habits],Ngambay,95
French,porter [habits],Sar,00
French,poser à plat,Bebote,Èinds
French,poser à plat,Bediondo,inds
French,poser à plat,Daba,ünda
French,poser à plat,Gor,inds
French,poser à plat,Gulay,ùnds
French,poser à plat,Kaba_Na,inda
French,poser à plat,Kaba,ùnda
French,poser à plat,Laka,ùnda
French,poser à plat,Mbay,nda
French,poser à plat,Mango,inds
French,poser à plat,Nar,ènds
French,poser à plat,Ngambay,ünda
French,poser à plat,Sar,inda
French,poser à plat,Ngam,66hé
French,"poser, incliner contre",Gulay,nduns : Mh=nd£na
French,"poser, incliner contre",Mango,nduns
French,"poser, incliner contre",Sar,nd#na
French,poteau tri fourchu,Gulay,di rè
French,poteau tri fourchu,Mango,di rè
French,poteau tri fourchu,Sar,dirà
French,pou,Bebote,ng£$ss
French,pou,Bediondo,ng£s5
French,pou,Daba,ngisaä
French,pou,Gor,ng£$ss
French,pou,Gulay,ngiss
French,pou,Kaba_Na,ngisa
French,pou,Kaba,ngisa
French,pou,Laka,ngisa
French,pou,Mbay,ngisa
French,pou,Mango,ndiss
French,pou,Nar,ng$s5
French,pou,Ngambay,ngisa
French,pou,Sar,ng£sa
French,poulet,Bebote,kinjé
French,poulet,Bediondo,kinjé
French,poulet,Daba,kün)jé
French,poulet,Gor,kinjé
French,poulet,Gulay,künjé
French,poulet,Kaba_Na,kunjé
French,poulet,Kaba,künjà:Kul=küunjé
French,poulet,Laka,kün)jé
French,poulet,Mbay,kinjä
French,poulet,Mango,künjé
French,poulet,Nar,knjé
French,poulet,Ngambay,künjä
French,poulet,Sar,knjà
French,poulet,Ngam,kæn)jà
French,ur que,Gor,kàd#
French,ur que,Gulay,1s
French,ur que,Kaba,kÈ-tà
French,ur que,Laka,mba
French,ur que,Mango,kà
French,ur que,Ngambay,mba
French,ur que,Sar,ya
French,ur que,Ngam,tà
French,ur rien,Bebote,kàre-bè
French,ur rien,Gor,ndangé
French,ur rien,Gulay,kàre
French,ur rien,Kaba,njà-bè
French,ur rien,Laka,bà4-;jà3
French,ur rien,Mbay,ki-ndäñg
French,ur rien,Mango,kàre-bè
French,ur rien,Nar,ndañg
French,ur rien,Ngambay,g#-ndanñg
French,ur rien,Sar,ki-ndanñng
French,ur; à cause de,Bebote,mba-tà-18
French,ur; à cause de,Bediondo,tàds
French,ur; à cause de,Gor,mba-tà
French,ur; à cause de,Gulay,tèds : Mh=kÈtsS
French,ur; à cause de,Mango,ki-d5
French,ur; à cause de,Nar,tam-ya
French,ur; à cause de,Ngambay,mba
French,ur; à cause de,Sar,nàj#
French,ur; à cause de,Ngam,-tam-ya
French,urquoi,Bebote,mba-di
French,urquoi,Bediondo,d5-rfi
French,urquoi,Daba,t5-di
French,urquoi,Gor,mba-di
French,urquoi,Gulay,tèds-df
French,urquoi,Kaba,mba-tà-di
French,urquoi,Laka,mba-df : Mh=kÈit5-df
French,urquoi,Mango,ki-d5-df
French,urquoi,Nar,"nàj#-di,"
French,urquoi,Ngambay,mba-di
French,urquoi,Sar,tam-ri
French,urquoi,Ngam,tam-di
French,urri : être,Bebote,ndüûm
French,urri : être,Bediondo,ndûm
French,urri : être,Daba,ndüm
French,urri : être,Gor,ndüm
French,urri : être,Gulay,ndûüm
French,urri : être,Kaba,ndûm
French,urri : être,Laka,ndùm
French,urri : être,Mbay,ndûm
French,urri : être,Mango,ndùm
French,urri : être,Nar,ndüûm
French,urri : être,Ngambay,ndûüm
French,urri : être,Sar,ndûm
French,usser,Bebote,ibè
French,usser,Gulay,ûbè
French,usser,Kaba,ùPà
French,usser,Laka,ùPà : Mh=Bà
French,usser,Nar,ità
French,ussière,Bediondo,bàäbür
French,ussière,Gor,büû
French,ussière,Mbay,sd$bürü
French,ussière,Ngambay,bébürü
French,ussière,Bebote,bùû
French,ussière,Bediondo,bü : Do=bü
French,ussière,Gor,bùû
French,ussière,Gulay,bübüru
French,ussière,Kaba_Na,bàmbü
French,ussière,Kaba,büm
French,ussière,Laka,bu
French,ussière,Mbay,büu
French,ussière,Mango,kÔd#
French,Français :,Nar,büumbürü : NgT-büumbür
French,Français :,Ngambay,KkÔr
French,Français :,Sar,bümbür
French,"premier, d'abord",Bebote,dds4y
French,"premier, d'abord",Bediondo,ddà-séy
French,"premier, d'abord",Gulay,dSséy
French,"premier, d'abord",Kaba,dôngèr
French,"premier, d'abord",Laka,dôngèr : M=dàsé
French,"premier, d'abord",Mango,"béy-ba4, kété"
French,"premier, d'abord",Nar,dètél : N9T=-ddsé
French,"premier, d'abord",Ngambay,béd$f-b4
French,"premier, d'abord",Sar,tàgà-dà
French,prendre,Bebote,tàa
French,prendre,Bediondo,tàa
French,prendre,Daba,taa
French,prendre,Gor,tàa
French,prendre,Gulay,tàa
French,prendre,Kaba_Na,tàka
French,prendre,Kaba,tàa
French,prendre,Laka,tà : M=tàa
French,prendre,Mango,tàa
French,prendre,Nar,tàa
French,prendre,Ngambay,ta
French,prendre,Sar,tàa
French,prendre,Ngam,-tàha
French,prendre,Bebote,ùûn
French,prendre,Bediondo,ûn
French,prendre,Daba,ûn
French,prendre,Gor,ûn
French,prendre,Gulay,ûn
French,prendre,Kaba,ùn
French,prendre,Laka,üûn
French,prendre,Mbay,ùûn
French,prendre,Mango,ûn
French,prendre,Nar,ùn
French,prendre,Ngambay,ùn
French,prendre,Sar,ûn
French,prendre,Ngam,wüûn
French,préparer la bouillie,Bebote,té
French,préparer la bouillie,Bediondo,tà
French,préparer la bouillie,Daba,ù
French,préparer la bouillie,Gor,tà
French,préparer la bouillie,Gulay,té
French,préparer la bouillie,Kaba,tàé
French,préparer la bouillie,Laka,tà
French,préparer la bouillie,Mbay,d0
French,préparer la bouillie,Mango,tà
French,préparer la bouillie,Nar,té
French,préparer la bouillie,Ngambay,tà
French,préparer la bouillie,Sar,t4
French,presser avec doigts,Mbay,sà
French,presser avec doigts,Mango,isè
French,presser avec doigts,Sar,isà
French,"presser, forcer",Bebote,0rè
French,"presser, forcer",Bediondo,oôrè
French,"presser, forcer",Gor,mb#se
French,"presser, forcer",Laka,drè
French,"presser, forcer",Mbay,irè
French,"presser, forcer",Nar,"èrè, mbére"
French,"presser, forcer",Ngambay,odrè
French,"prêter, emprunter",Bebote,tuüuns
French,"prêter, emprunter",Bediondo,t5no
French,"prêter, emprunter",Gor,tüns
French,"prêter, emprunter",Gulay,tüne
French,"prêter, emprunter",Kaba,tüna
French,"prêter, emprunter",Laka,tuüna
French,"prêter, emprunter",Mbay,tÆna
French,"prêter, emprunter",Mango,tüns
French,"prêter, emprunter",Nar,t£ns
French,"prêter, emprunter",Ngambay,tüna
French,"prêter, emprunter",Sar,tzna
French,"prêter, emprunter",Ngam,t#na
French,prix,Bebote,gat#
French,prix,Bediondo,gat#+
French,prix,Gor,gat+
French,prix,Gulay,gat+
French,prix,Kaba_Na,käsa
French,prix,Kaba,"gat+, nàrè"
French,prix,Laka,gaäd#
French,prix,Mbay,gat#
French,prix,Mango,gat#
French,prix,Nar,gatt
French,prix,Ngambay,gadx
French,prix,Sar,gat#
French,prix,Ngam,-gat#
French,problème,Bebote,tà
French,problème,Gor,tà
French,problème,Gulay,tà
French,problème,Kaba,tàr
French,problème,Mango,tà
French,problème,Nar,nàj#
French,problème,Ngambay,tà
French,problème,Sar,"tàa,nàj#"
French,proche,Bebote,dèp}i
French,proche,Bediondo,bàsi
French,proche,Daba,ngeg
French,proche,Gor,gSdx
French,proche,Gulay,ngèr
French,proche,Kaba,ngôr-s{
French,proche,Laka,dèbà
French,proche,Mbay,ngèr
French,proche,Mango,mbS
French,proche,Nar,ngôr
French,proche,Ngambay,"dèbè,ng5si"
French,proche,Sar,ngdr
French,"profond, être",Bebote,èw
French,"profond, être",Bediondo,ù
French,"profond, être",Daba,ùr
French,"profond, être",Gor,ûW
French,"profond, être",Gulay,èbà
French,"profond, être",Kaba_Na,wûlüu
French,"profond, être",Kaba,ùrûù
French,"profond, être",Laka,ùrù
French,"profond, être",Mbay,do
French,"profond, être",Mango,ù
French,"profond, être",Nar,lüû
French,"profond, être",Ngambay,ùr
French,"profond, être",Sar,lüûu
French,profondeur,Gulay,düngé
French,profondeur,Laka,bI
French,profondeur,Mbay,bül
French,profondeur,Nar,bül
French,profondeur,Ngambay,ngül-àma
French,profondeur,Sar,bül
French,proposer,Bebote,d]i
French,proposer,Daba,ümba
French,proposer,Laka,33i
French,proposer,Mbay,mba
French,proposer,Sar,nûn
French,propriétaire,Bebote,njè
French,propriétaire,Bediondo,njè
French,propriétaire,Daba,ngè
French,propriétaire,Gor,njè
French,propriétaire,Gulay,njè
French,propriétaire,Kaba_Na,ki-6aka
French,propriétaire,Kaba,njè
French,propriétaire,Laka,njè
French,propriétaire,Mbay,ngè
French,propriétaire,Mango,njè
French,propriétaire,Nar,ngè
French,propriétaire,Ngambay,njè
French,propriétaire,Sar,ngè
French,propriétaire,Ngam,ngè
French,propriétaire,Bebote,£-6s
French,propriétaire,Bediondo,£ba
French,propriétaire,Daba,kiBe
French,propriétaire,Gor,Biys
French,propriétaire,Gulay,küwé
French,propriétaire,Kaba,656
French,propriétaire,Laka,£65
French,propriétaire,Mango,£-6a
French,propriétaire,Nar,küws
French,propriétaire,Ngambay,n;è
French,propriétaire,Sar,küwà
French,puiser,Bebote,ddi
French,puiser,Gor,ddi
French,puiser,Gulay,ddi
French,puiser,Kaba,9rù
French,puiser,Laka,to
French,puiser,Mbay,3d3/34dE
French,puiser,Mango,ddà
French,puiser,Nar,ddà
French,puiser,Ngambay,t0
French,puiser,Sar,ddi
French,puits,Bebote,bèl1è-màn
French,puits,Bediondo,bôlè-maànñ
French,puits,Daba,bild-màn
French,puits,Gor,bàlè
French,puits,Gulay,bolè-màan
French,puits,Kaba_Na,rèy
French,puits,Kaba,büwä-man
French,puits,Laka,buwä-man
French,puits,Mbay,dèe
French,puits,Mango,bdlè-màn
French,puits,Nar,bôl1d-màn
French,puits,Ngambay,bùlà-maàn
French,puits,Sar,bil1dô-màñ
French,puits,Ngam,b+ilo-man | q
French,punaise des lits,Bediondo,£-Bômo
French,punaise des lits,Gulay,55-63r
French,punaise des lits,Kaba,£-65-65r
French,punaise des lits,Laka,65r a
French,punaise des lits,Mbay,t£ya-b5r
French,punaise des lits,Mango,£-Baà-bès
French,pus,Bebote,$1
French,pus,Bediondo,wüy
French,pus,Daba,b1
French,pus,Gor,B1
French,pus,Gulay,wüy
French,pus,Kaba_Na,wüy
French,pus,Kaba,w1
French,pus,Laka,wIi
French,pus,Mbay,bti
French,pus,Mango,Bx
French,pus,Nar,B1
French,pus,Ngambay,y1
French,pus,Sar,w1y
French,pus,Ngam,wi a
French,python,Bebote,màm
French,python,Bediondo,mam
French,python,Daba,mam
French,python,Gor,mèm
French,python,Gulay,l1-ngat
French,python,Kaba_Na,mamà
French,python,Kaba,mam
French,python,Laka,mäm a
French,python,Mbay,môm
French,python,Mango,mäm
French,python,Nar,mam
French,python,Ngambay,màm
French,python,Sar,màam
French,python,Ngam,màm
French,quand,Bebote,1d-k£
French,quand,Bediondo,10-k#
French,quand,Daba,1d-ngàà
French,quand,Gor,1d-k£
French,quand,Gulay,1d-k£
French,quand,Kaba,toké
French,quand,Mango,1d-k£
French,quand,Nar,1d-n Qu
French,quand,Ngambay,10-g£
French,quand,Sar,"dàn-n,1ù-nñ"
French,quand?,Bebote,màté
French,quand?,Gulay,ldti-bày
French,quand?,Mbay,dingäyt#
French,quand?,Nar,d£ngéy-t#
French,quand?,Sar,réngéy-t# Cu
French,quatre,Bebote,s5
French,quatre,Bediondo,s$
French,quatre,Daba,s$
French,quatre,Gor,s6
French,quatre,Gulay,s6
French,quatre,Kaba_Na,s536
French,quatre,Kaba,s$ : Kul=s3$
French,quatre,Laka,s$
French,quatre,Mbay,s$$
French,quatre,Mango,s$
French,quatre,Nar,s$
French,quatre,Ngambay,s6
French,quatre,Sar,s re
French,"que, pour que",Bebote,kàd#
French,"que, pour que",Bediondo,kàd#
French,"que, pour que",Gor,kàd#
French,"que, pour que",Gulay,kàd#
French,"que, pour que",Kaba,kàr
French,"que, pour que",Laka,kàr
French,"que, pour que",Mango,kàd#
French,"que, pour que",Nar,"kàdt, tam-kàd#"
French,"que, pour que",Ngambay,kàr
French,"que, pour que",Sar,kàdz
French,"que, pour que",Ngam,KkàdE
French,"que, qui",Bebote,$
French,"que, qui",Gor,é
French,"que, qui",Gulay,é
French,"que, qui",Kaba_Na,Kk£
French,"que, qui",Kaba,B4
French,"que, qui",Laka,Bä
French,"que, qui",Mbay,hé
French,"que, qui",Mango,B4
French,"que, qui",Nar,ù
French,"que, qui",Ngambay,b4
French,"que, qui",Sar,ù
French,"que, qui",Ngam,hé
French,"le, qui, ce que, ce qui",Gor,ndùns
French,"le, qui, ce que, ce qui",Gulay,k#
French,"le, qui, ce que, ce qui",Kaba,Kk£
French,"le, qui, ce que, ce qui",Mbay,n
French,"le, qui, ce que, ce qui",Mango,k£
French,"le, qui, ce que, ce qui",Nar,n
French,"le, qui, ce que, ce qui",Ngambay,g#$
French,"le, qui, ce que, ce qui",Sar,n
French,"1e, quoi",Bebote,ɗ
French,"1e, quoi",Bediondo,rf
French,"1e, quoi",Daba,di
French,"1e, quoi",Gor,df
French,"1e, quoi",Gulay,ɗi
French,"1e, quoi",Kaba,df
French,"1e, quoi",Laka,ɗf
French,"1e, quoi",Mbay,di
French,"1e, quoi",Mango,di
French,"1e, quoi",Nar,ɗi
French,"1e, quoi",Ngambay,di
French,"1e, quoi",Sar,ri
French,"1e, quoi",Ngam,ɗ
French,"iémander, solliciter (don)",Bediondo,k3y
French,"iémander, solliciter (don)",Daba,kà
French,"iémander, solliciter (don)",Gor,kdy
French,"iémander, solliciter (don)",Gulay,k3
French,"iémander, solliciter (don)",Kaba_Na,n;3Bè
French,"iémander, solliciter (don)",Kaba,k3y
French,"iémander, solliciter (don)",Laka,kdwày
French,"iémander, solliciter (don)",Mbay,k93
French,"iémander, solliciter (don)",Mango,kdy
French,"iémander, solliciter (don)",Nar,gèdè
French,"iémander, solliciter (don)",Ngambay,k3dy
French,"iémander, solliciter (don)",Sar,gèdè
French,eue,Bebote,bôngi
French,eue,Bediondo,mdng
French,eue,Daba,Sèng
French,eue,Gor,Bèngi
French,eue,Gulay,bông
French,eue,Kaba_Na,kilé
French,eue,Kaba,Bông
French,eue,Laka,Bèngi
French,eue,Mbay,bông
French,eue,Mango,mdng
French,eue,Nar,kÈ15
French,eue,Ngambay,Bông
French,eue,Sar,k:lé
French,eue,Ngam,bông
French,"ii, que",Bebote,né
French,"ii, que",Bediondo,né
French,"ii, que",Daba,né
French,"ii, que",Gor,né
French,"ii, que",Gulay,né
French,"ii, que",Kaba_Na,n4a
French,"ii, que",Kaba,né
French,"ii, que",Laka,né : Mh=néa
French,"ii, que",Mbay,k£
French,"ii, que",Mango,né
French,"ii, que",Nar,né
French,"ii, que",Ngambay,né
French,"ii, que",Sar,néa
French,"ii, que",Ngam,néa
French,icines,Bebote,ngèrè
French,icines,Daba,ngirà
French,icines,Gor,ngèrè
French,icines,Gulay,ngirè
French,icines,Kaba_Na,gigit
French,icines,Laka,ngirà
French,icines,Mbay,ngàrà
French,icines,Mango,ngirè
French,icines,Nar,ngèrè
French,icines,Ngambay,ngirà
French,icines,Sar,ngirà
French,icines,Ngam,ngèrà
French,"ramasser, prendre",Bebote,3y
French,"ramasser, prendre",Bediondo,mbé
French,"ramasser, prendre",Daba,dy
French,"ramasser, prendre",Gor,dy
French,"ramasser, prendre",Gulay,dy
French,"ramasser, prendre",Kaba,dy
French,"ramasser, prendre",Laka,ôd5
French,"ramasser, prendre",Mbay,3y
French,"ramasser, prendre",Mango,dy
French,"ramasser, prendre",Nar,dy
French,"ramasser, prendre",Ngambay,"3y, ddo"
French,"ramasser, prendre",Sar,dy
French,"ramasser, prendre",Ngam,wûy
French,ramper (un enfant),Bebote,àgi
French,ramper (un enfant),Bediondo,àgà
French,ramper (un enfant),Daba,àg
French,ramper (un enfant),Gor,àgi
French,ramper (un enfant),Gulay,àgà
French,ramper (un enfant),Kaba_Na,ndégs
French,ramper (un enfant),Kaba,àki : Kul=àlà
French,ramper (un enfant),Laka,àgi
French,ramper (un enfant),Mbay,àgi
French,ramper (un enfant),Mango,àgi
French,ramper (un enfant),Nar,àgà
French,ramper (un enfant),Ngambay,àgà
French,ramper (un enfant),Sar,àgà
French,ramper (un enfant),Ngam,àgà
French,ramper (une plante),Bebote,àlè
French,ramper (une plante),Bediondo,àlè
French,ramper (une plante),Daba,àl
French,ramper (une plante),Gor,àl à
French,ramper (une plante),Gulay,àlè
French,ramper (une plante),Kaba_Na,àlà
French,ramper (une plante),Kaba,àlè
French,ramper (une plante),Laka,àlè : Mh=àl
French,ramper (une plante),Mango,àlè
French,ramper (une plante),Nar,àliyà
French,ramper (une plante),Ngambay,àle
French,ramper (une plante),Sar,àl
French,rancune,Bebote,bàa
French,rancune,Bediondo,bàa
French,rancune,Daba,bàa
French,rancune,Gor,gâàl
French,rancune,Gulay,bàa
French,rancune,Kaba_Na,bäng
French,rancune,Kaba,bà3
French,rancune,Laka,bàa
French,rancune,Mbay,bàa
French,rancune,Mango,bà3
French,rancune,Nar,bàa
French,rancune,Ngambay,bàa
French,rancune,Sar,bàz
French,"raser, se",Bebote,ngèiss
French,"raser, se",Bediondo,ngèiss5
French,"raser, se",Gor,ngèss
French,"raser, se",Gulay,ndiss
French,"raser, se",Kaba,ngisa
French,"raser, se",Laka,gisa
French,"raser, se",Mbay,ngisx
French,"raser, se",Mango,ndiss
French,"raser, se",Ngambay,ndisa
French,"raser, se",Sar,ngèsa
French,"raser, se",Ngam,disa
French,rasoir,Bebote,y£ngs
French,rasoir,Bediondo,y£ngs
French,rasoir,Gor,y{ngs
French,rasoir,Gulay,yingè
French,rasoir,Kaba_Na,ninà
French,rasoir,Kaba,yfnga : Mh=yingä
French,rasoir,Mango,br
French,rasoir,Nar,yeng
French,rasoir,Ngambay,yinga
French,rasoir,Sar,yingä
French,"rassasié, être",Bebote,ndan
French,"rassasié, être",Bediondo,ndan
French,"rassasié, être",Gor,ndan
French,"rassasié, être",Gulay,ndat
French,"rassasié, être",Kaba,ndaän : Mh=ndaän
French,"rassasié, être",Mango,ndai
French,"rassasié, être",Nar,ndan
French,"rassasié, être",Ngambay,ndan
French,"rassasié, être",Sar,ndan
French,rassembler,Bebote,käw
French,rassembler,Bediondo,käw
French,rassembler,Gor,kâw
French,rassembler,Gulay,k$b£
French,rassembler,Kaba,mbü
French,- Langues Sara,Laka,mbé : Mh=kä
French,- Langues Sara,Mango,kéw
French,- Langues Sara,Nar,käân
French,- Langues Sara,Ngambay,mb6
French,- Langues Sara,Sar,kéñ
French,- Langues Sara,Ngam,kän
French,rat :esp. de,Laka,läng#
French,rat :esp. de,Mbay,läng
French,rat :esp. de,Nar,yégr-tüub#
French,rat :esp. de,Ngambay,làng
French,rat :esp. de,Bediondo,nèm
French,rat :esp. de,Gulay,nim
French,rat :esp. de,Kaba_Na,ki-yimi
French,rat :esp. de,Laka,£-nim
French,rat :esp. de,Mbay,nim
French,rat :esp. de,Mango,nin
French,rat :esp. de,Ngambay,nim
French,rat :esp. de,Gulay,ngdyo
French,rat :esp. de,Mbay,njdy
French,rat :esp. de,Mango,büngèiràang
French,"rat, souris",Bebote,yégE
French,"rat, souris",Bediondo,yégz
French,"rat, souris",Daba,yég
French,"rat, souris",Gor,yégx
French,"rat, souris",Gulay,yégE
French,"rat, souris",Kaba,yékE : Kul=kéBE
French,"rat, souris",Laka,dég#
French,"rat, souris",Mango,yég#
French,"rat, souris",Nar,yég#
French,"rat, souris",Ngambay,yégx
French,"rat, souris",Sar,yégE
French,1 | rater; manquer,Bebote,nàl
French,1 | rater; manquer,Bediondo,nàl : Do=nàl
French,1 | rater; manquer,Gor,nàl
French,1 | rater; manquer,Gulay,nàl
French,1 | rater; manquer,Kaba_Na,nàlä
French,1 | rater; manquer,Kaba,1àI
French,1 | rater; manquer,Laka,1à1
French,1 | rater; manquer,Mango,nàl
French,1 | rater; manquer,Nar,nàl
French,1 | rater; manquer,Ngambay,1àl
French,1 | rater; manquer,Sar,nàl
French,1 | rater; manquer,Ngam,nàl
French,rattraper,Bediondo,nag£
French,rattraper,Gulay,nar
French,rattraper,Mbay,nag£
French,rattraper,Mango,nag#
French,rayon de miel,Bediondo,mbàa
French,rayon de miel,Laka,mbèrx
French,rayon de miel,Mbay,mbèr
French,rayon de miel,Nar,mbàl
French,rayon de miel,Ngam,mbàr
French,redresser,Bebote,nd4jx
French,redresser,Bediondo,ndéj#
French,redresser,Laka,"nd$i1,ndû;jt"
French,redresser,Mbay,mbéjx
French,redresser,Ngambay,nàr
French,redresser,Gulay,ndä)j£
French,redresser,Mbay,ndéj#
French,redresser,Mango,ndäj#
French,redresser,Sar,ndàâj#
French,\ | réfléchir,Bebote,mèr
French,\ | réfléchir,Daba,gä
French,\ | réfléchir,Gor,mèr
French,\ | réfléchir,Gulay,gir
French,\ | réfléchir,Kaba,èj1
French,\ | réfléchir,Laka,èj1
French,\ | réfléchir,Mbay,gaa
French,\ | réfléchir,Mango,gfir
French,\ | réfléchir,Nar,gîir
French,\ | réfléchir,Ngambay,ènj1
French,\ | réfléchir,Sar,gir
French,refroidir,Bebote,11ys
French,refroidir,Bediondo,1:ys
French,refroidir,Gor,tür
French,refroidir,Laka,pé1
French,refroidir,Mbay,11ya
French,refuser,Bebote,mbat£
French,refuser,Bediondo,mbat#
French,refuser,Gor,mbSt£
French,refuser,Gulay,mbaté
French,refuser,Kaba,mbsté£
French,refuser,Laka,mbäd£ : Mob=mbeté
French,refuser,Mango,mbat£
French,refuser,Nar,mbat#i
French,refuser,Ngambay,mbad#
French,refuser,Sar,mbaté
French,refuser,Ngam,mbeté
French,remplir,Bebote,dèsi
French,remplir,Bediondo,rèsà
French,remplir,Daba,dès
French,remplir,Gor,dèsi
French,remplir,Gulay,dûsû
French,remplir,Kaba_Na,rèsù
French,remplir,Kaba,dûsû
French,remplir,Laka,dûsù
French,remplir,Mango,dûsi
French,remplir,Nar,ddsài :NgT-dèsi
French,remplir,Ngambay,dûsù
French,remplir,Sar,rdsi
French,remuer,Bebote,koré
French,remuer,Bediondo,koré
French,remuer,Gulay,kore
French,remuer,Kaba,kor6
French,remuer,Laka,kor6
French,remuer,Mbay,"küro, k:ro"
French,remuer,Mango,külè
French,remuer,Ngambay,kore
French,remuer,Bebote,Pügülü : Do=bèr
French,remuer,Gor,koré
French,remuer,Gulay,kûturu
French,remuer,Laka,längi
French,remuer,Mango,kdtürûü
French,remuer,Ngambay,gqudüru
French,remuer,Ngam,pée
French,rencontrer,Gulay,ndÔt#
French,rencontrer,Mango,ndôd#
French,rencontrer,Sar,ndod#
French,renvoyer; chasser,Bebote,tüwe
French,renvoyer; chasser,Bediondo,tüuwo
